ArrayExpress_Species	AssemblyName	AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	Species	strain	Assay_Type	BioProject	Center_Name	Consent	LibraryLayout	LibrarySelection	LibrarySource	Platform	SRA_Study
		200	SAMEA1401945	sra	ncbi			ERX084853	245	Illumina HiSeq 2000	4207143	2014-09-20	588	485	Neisseria	2012-04-27	ERR107419	ERS078318	SAMEA1401945 ERS078318	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401949	sra	ncbi			ERX084854	245	Illumina HiSeq 2000	4207144	2014-09-20	528	433	Neisseria	2012-04-27	ERR107420	ERS078319	SAMEA1401949 ERS078319	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401876	sra	ncbi			ERX084855	245	Illumina HiSeq 2000	4207145	2014-09-20	271	223	Neisseria	2012-04-27	ERR107421	ERS078320	SAMEA1401876 ERS078320	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401892	sra	ncbi			ERX084856	245	Illumina HiSeq 2000	4207146	2014-09-20	484	398	Neisseria	2012-04-27	ERR107422	ERS078321	SAMEA1401892 ERS078321	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1401889	sra	ncbi	2012-04-12	2018-03-09	ERX084857	245	Illumina HiSeq 2000	4207147	2014-09-20	559	460	Neisseria	2012-04-27	ERR107423	ERS078322	M_274-sc-2011-12-13T12:41:50Z-1324681			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401910	sra	ncbi			ERX084858	245	Illumina HiSeq 2000	4207148	2014-09-20	304	250	Neisseria	2012-04-27	ERR107424	ERS078323	SAMEA1401910 ERS078323	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401903	sra	ncbi			ERX084859	245	Illumina HiSeq 2000	4207149	2014-09-20	248	205	Neisseria	2012-04-27	ERR107425	ERS078324	SAMEA1401903 ERS078324	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1401915	sra	ncbi	2012-04-12	2018-03-09	ERX084860	245	Illumina HiSeq 2000	4207150	2014-09-20	344	283	Neisseria	2012-04-27	ERR107426	ERS078325	M_299-sc-2011-12-13T12:41:52Z-1324684			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1401917	sra	ncbi	2012-04-12	2018-03-09	ERX084861	245	Illumina HiSeq 2000	4207151	2014-09-20	280	230	Neisseria	2012-04-27	ERR107427	ERS078326	M_303-sc-2011-12-13T12:41:53Z-1324685			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401913	sra	ncbi			ERX084862	245	Illumina HiSeq 2000	4207152	2014-09-20	322	265	Neisseria	2012-04-27	ERR107428	ERS078327	SAMEA1401913 ERS078327	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401926	sra	ncbi			ERX084863	245	Illumina HiSeq 2000	4207153	2014-09-20	505	416	Neisseria	2012-04-27	ERR107429	ERS078328	SAMEA1401926 ERS078328	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401919	sra	ncbi			ERX084864	245	Illumina HiSeq 2000	4207154	2014-09-20	553	456	Neisseria	2012-04-27	ERR107430	ERS078329	SAMEA1401919 ERS078329	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402224	sra	ncbi			ERX084865	245	Illumina HiSeq 2000	4207155	2014-09-20	561	461	Neisseria	2012-04-27	ERR107431	ERS078330	SAMEA1402224 ERS078330	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1402207	sra	ncbi	2012-04-12	2018-03-09	ERX084866	245	Illumina HiSeq 2000	4207156	2014-09-20	474	389	Neisseria	2012-04-27	ERR107432	ERS078331	M_357-sc-2011-12-13T12:41:57Z-1324690			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1402215	sra	ncbi	2012-04-12	2018-03-09	ERX084867	245	Illumina HiSeq 2000	4207157	2014-09-20	419	345	Neisseria	2012-04-27	ERR107433	ERS078332	M_366-sc-2011-12-13T12:41:57Z-1324691			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402065	sra	ncbi			ERX084868	245	Illumina HiSeq 2000	4207158	2014-09-20	431	355	Neisseria	2012-04-27	ERR107434	ERS078333	SAMEA1402065 ERS078333	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1402056	sra	ncbi	2012-04-12	2018-03-09	ERX084869	245	Illumina HiSeq 2000	4207159	2014-09-20	247	204	Neisseria	2012-04-27	ERR107435	ERS078334	M_442-sc-2011-12-13T12:41:59Z-1324693			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402047	sra	ncbi			ERX084870	245	Illumina HiSeq 2000	4207160	2014-09-20	335	276	Neisseria	2012-04-27	ERR107436	ERS078335	SAMEA1402047 ERS078335	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402039	sra	ncbi			ERX084871	245	Illumina HiSeq 2000	4207161	2014-09-20	325	268	Neisseria	2012-04-27	ERR107437	ERS078336	SAMEA1402039 ERS078336	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402036	sra	ncbi			ERX084872	245	Illumina HiSeq 2000	4207162	2014-09-20	289	238	Neisseria	2012-04-27	ERR107438	ERS078337	SAMEA1402036 ERS078337	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402083	sra	ncbi			ERX084873	245	Illumina HiSeq 2000	4207163	2014-09-20	241	199	Neisseria	2012-04-27	ERR107439	ERS078338	SAMEA1402083 ERS078338	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1402080	sra	ncbi	2012-04-12	2018-03-09	ERX084874	245	Illumina HiSeq 2000	4207164	2014-09-20	438	361	Neisseria	2012-04-27	ERR107440	ERS078339	M_571-sc-2011-12-13T12:42:02Z-1324698			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401968	sra	ncbi			ERX084875	245	Illumina HiSeq 2000	4207165	2014-09-20	305	251	Neisseria	2012-04-27	ERR107441	ERS078340	SAMEA1401968 ERS078340	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401965	sra	ncbi			ERX084876	245	Illumina HiSeq 2000	4207166	2014-09-20	369	304	Neisseria	2012-04-27	ERR107442	ERS078341	SAMEA1401965 ERS078341	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401958	sra	ncbi			ERX084877	245	Illumina HiSeq 2000	4207167	2014-09-20	537	441	Neisseria	2012-04-27	ERR107443	ERS078342	SAMEA1401958 ERS078342	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401973	sra	ncbi			ERX084878	245	Illumina HiSeq 2000	4207168	2014-09-20	216	178	Neisseria	2012-04-27	ERR107444	ERS078343	SAMEA1401973 ERS078343	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401970	sra	ncbi			ERX084879	245	Illumina HiSeq 2000	4207169	2014-09-20	392	322	Neisseria	2012-04-27	ERR107445	ERS078344	SAMEA1401970 ERS078344	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401948	sra	ncbi			ERX084880	245	Illumina HiSeq 2000	4207170	2014-09-20	392	323	Neisseria	2012-04-27	ERR107446	ERS078345	SAMEA1401948 ERS078345	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401946	sra	ncbi			ERX084881	245	Illumina HiSeq 2000	4207171	2014-09-20	384	316	Neisseria	2012-04-27	ERR107447	ERS078346	SAMEA1401946 ERS078346	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401954	sra	ncbi			ERX084882	245	Illumina HiSeq 2000	4207172	2014-09-20	390	320	Neisseria	2012-04-27	ERR107448	ERS078347	SAMEA1401954 ERS078347	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401953	sra	ncbi			ERX084883	245	Illumina HiSeq 2000	4207173	2014-09-20	443	365	Neisseria	2012-04-27	ERR107449	ERS078348	SAMEA1401953 ERS078348	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401951	sra	ncbi			ERX084884	245	Illumina HiSeq 2000	4207174	2014-09-20	330	272	Neisseria	2012-04-27	ERR107450	ERS078349	SAMEA1401951 ERS078349	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402212	sra	ncbi			ERX084885	245	Illumina HiSeq 2000	4207175	2014-09-20	411	338	Neisseria	2012-04-27	ERR107451	ERS078350	SAMEA1402212 ERS078350	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1402202	sra	ncbi	2012-04-12	2018-03-09	ERX084886	245	Illumina HiSeq 2000	4207176	2014-09-20	513	421	Neisseria	2012-04-27	ERR107452	ERS078351	17_03-sc-2011-12-13T12:42:12Z-1324710			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1402208	sra	ncbi	2012-04-12	2018-03-09	ERX084887	245	Illumina HiSeq 2000	4207177	2014-09-20	584	486	Neisseria	2012-04-27	ERR107453	ERS078352	17_04-sc-2011-12-13T12:42:12Z-1324711			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402199	sra	ncbi			ERX084888	245	Illumina HiSeq 2000	4207178	2014-09-20	476	391	Neisseria	2012-04-27	ERR107454	ERS078353	SAMEA1402199 ERS078353	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402197	sra	ncbi			ERX084889	245	Illumina HiSeq 2000	4207179	2014-09-20	435	357	Neisseria	2012-04-27	ERR107455	ERS078354	SAMEA1402197 ERS078354	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402193	sra	ncbi			ERX084890	245	Illumina HiSeq 2000	4207180	2014-09-20	214	176	Neisseria	2012-04-27	ERR107456	ERS078355	SAMEA1402193 ERS078355	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402191	sra	ncbi			ERX084891	245	Illumina HiSeq 2000	4207181	2014-09-20	368	303	Neisseria	2012-04-27	ERR107457	ERS078356	SAMEA1402191 ERS078356	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402188	sra	ncbi			ERX084892	245	Illumina HiSeq 2000	4207182	2014-09-20	335	275	Neisseria	2012-04-27	ERR107458	ERS078357	SAMEA1402188 ERS078357	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402183	sra	ncbi			ERX084893	245	Illumina HiSeq 2000	4207183	2014-09-20	272	224	Neisseria	2012-04-27	ERR107459	ERS078358	SAMEA1402183 ERS078358	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402182	sra	ncbi			ERX084894	245	Illumina HiSeq 2000	4207184	2014-09-20	434	356	Neisseria	2012-04-27	ERR107460	ERS078359	SAMEA1402182 ERS078359	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402054	sra	ncbi			ERX084895	245	Illumina HiSeq 2000	4207185	2014-09-20	288	237	Neisseria	2012-04-27	ERR107461	ERS078360	SAMEA1402054 ERS078360	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1402063	sra	ncbi	2012-04-12	2018-03-09	ERX084896	245	Illumina HiSeq 2000	4207186	2014-09-20	301	247	Neisseria	2012-04-27	ERR107462	ERS078361	R_53043B-sc-2011-12-13T12:42:19Z-1324720			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1402040	sra	ncbi	2012-04-12	2018-03-09	ERX084897	245	Illumina HiSeq 2000	4207187	2014-09-20	526	433	Neisseria	2012-04-27	ERR107463	ERS078362	R_30802T-sc-2011-12-13T12:42:20Z-1324721			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402033	sra	ncbi			ERX084898	245	Illumina HiSeq 2000	4207188	2014-09-20	564	464	Neisseria	2012-04-27	ERR107464	ERS078363	SAMEA1402033 ERS078363	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria		200	SAMEA1402043	sra	ncbi	2012-04-12	2018-03-09	ERX084899	245	Illumina HiSeq 2000	4207189	2014-09-20	283	233	Neisseria	2012-04-27	ERR107465	ERS078364	R_808-sc-2011-12-13T12:42:21Z-1324723			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401990	sra	ncbi			ERX084900	245	Illumina HiSeq 2000	4207190	2014-09-20	672	552	Neisseria	2012-04-27	ERR107466	ERS078365	SAMEA1401990 ERS078365	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401982	sra	ncbi			ERX084901	245	Illumina HiSeq 2000	4207191	2014-09-20	732	602	Neisseria	2012-04-27	ERR107467	ERS078366	SAMEA1401982 ERS078366	Neisseria		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402059	sra	ncbi			ERX109700	221	Illumina HiSeq 2000	4535402	2014-09-28	339	257	Neisseria meningitidis	2012-08-04	ERR133682	ERS094622	SAMEA1402059 ERS094622	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402064	sra	ncbi			ERX109701	221	Illumina HiSeq 2000	4535403	2014-09-28	397	301	Neisseria meningitidis	2012-08-04	ERR133683	ERS094623	SAMEA1402064 ERS094623	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402012	sra	ncbi			ERX109702	221	Illumina HiSeq 2000	4535404	2014-09-28	451	341	Neisseria meningitidis	2012-08-04	ERR133684	ERS094624	SAMEA1402012 ERS094624	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402004	sra	ncbi			ERX109703	221	Illumina HiSeq 2000	4535405	2014-09-28	542	411	Neisseria meningitidis	2012-08-04	ERR133685	ERS094625	SAMEA1402004 ERS094625	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401986	sra	ncbi			ERX109704	221	Illumina HiSeq 2000	4535406	2014-09-28	421	319	Neisseria meningitidis	2012-08-04	ERR133686	ERS094626	SAMEA1401986 ERS094626	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401976	sra	ncbi			ERX109705	221	Illumina HiSeq 2000	4535407	2014-09-28	369	280	Neisseria meningitidis	2012-08-04	ERR133687	ERS094627	SAMEA1401976 ERS094627	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis		200	SAMEA1402028	sra	ncbi	2012-06-06	2018-03-09	ERX109706	221	Illumina HiSeq 2000	4535408	2014-09-28	409	310	Neisseria meningitidis	2012-08-04	ERR133688	ERS094628	0010_93-sc-2012-02-14T15:35:33Z-1360323			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402032	sra	ncbi			ERX109707	221	Illumina HiSeq 2000	4535409	2014-09-28	429	325	Neisseria meningitidis	2012-08-04	ERR133689	ERS094629	SAMEA1402032 ERS094629	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401935	sra	ncbi			ERX109708	221	Illumina HiSeq 2000	4535410	2014-09-28	398	302	Neisseria meningitidis	2012-08-04	ERR133690	ERS094630	SAMEA1401935 ERS094630	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401880	sra	ncbi			ERX109709	221	Illumina HiSeq 2000	4535411	2014-09-28	355	269	Neisseria meningitidis	2012-08-04	ERR133691	ERS094631	SAMEA1401880 ERS094631	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401884	sra	ncbi			ERX109710	221	Illumina HiSeq 2000	4535412	2014-09-28	393	297	Neisseria meningitidis	2012-08-04	ERR133692	ERS094632	SAMEA1401884 ERS094632	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401871	sra	ncbi			ERX109711	221	Illumina HiSeq 2000	4535413	2014-09-28	338	257	Neisseria meningitidis	2012-08-04	ERR133693	ERS094633	SAMEA1401871 ERS094633	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401866	sra	ncbi			ERX109712	221	Illumina HiSeq 2000	4535414	2014-09-28	440	333	Neisseria meningitidis	2012-08-04	ERR133694	ERS094634	SAMEA1401866 ERS094634	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401873	sra	ncbi			ERX109713	221	Illumina HiSeq 2000	4535415	2014-09-28	371	280	Neisseria meningitidis	2012-08-04	ERR133695	ERS094635	SAMEA1401873 ERS094635	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401899	sra	ncbi			ERX109714	221	Illumina HiSeq 2000	4535416	2014-09-28	350	264	Neisseria meningitidis	2012-08-04	ERR133696	ERS094636	SAMEA1401899 ERS094636	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401909	sra	ncbi			ERX109715	221	Illumina HiSeq 2000	4535417	2014-09-28	518	392	Neisseria meningitidis	2012-08-04	ERR133697	ERS094637	SAMEA1401909 ERS094637	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401890	sra	ncbi			ERX109716	221	Illumina HiSeq 2000	4535418	2014-09-28	360	273	Neisseria meningitidis	2012-08-04	ERR133698	ERS094638	SAMEA1401890 ERS094638	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401896	sra	ncbi			ERX109717	221	Illumina HiSeq 2000	4535419	2014-09-28	344	260	Neisseria meningitidis	2012-08-04	ERR133699	ERS094639	SAMEA1401896 ERS094639	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402097	sra	ncbi			ERX109718	221	Illumina HiSeq 2000	4535420	2014-09-28	357	270	Neisseria meningitidis	2012-08-04	ERR133700	ERS094640	SAMEA1402097 ERS094640	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis		200	SAMEA1402104	sra	ncbi	2012-06-06	2018-03-09	ERX109719	221	Illumina HiSeq 2000	4535421	2014-09-28	284	214	Neisseria meningitidis	2012-08-04	ERR133701	ERS094641	0034_93-sc-2012-02-14T15:35:42Z-1360336			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402109	sra	ncbi			ERX109720	221	Illumina HiSeq 2000	4535422	2014-09-28	299	227	Neisseria meningitidis	2012-08-04	ERR133702	ERS094642	SAMEA1402109 ERS094642	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis		200	SAMEA1402115	sra	ncbi	2012-06-06	2018-03-09	ERX109721	221	Illumina HiSeq 2000	4535423	2014-09-28	320	242	Neisseria meningitidis	2012-08-04	ERR133703	ERS094643	0040_93-sc-2012-02-14T15:35:43Z-1360338			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402121	sra	ncbi			ERX109722	221	Illumina HiSeq 2000	4535424	2014-09-28	382	289	Neisseria meningitidis	2012-08-04	ERR133704	ERS094644	SAMEA1402121 ERS094644	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis		200	SAMEA1402122	sra	ncbi	2012-06-06	2018-03-09	ERX109723	221	Illumina HiSeq 2000	4535425	2014-09-28	335	253	Neisseria meningitidis	2012-08-04	ERR133705	ERS094645	0048_93-sc-2012-02-14T15:35:45Z-1360340			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis		200	SAMEA1402129	sra	ncbi	2012-06-06	2018-03-09	ERX109724	221	Illumina HiSeq 2000	4535426	2014-09-28	409	309	Neisseria meningitidis	2012-08-04	ERR133706	ERS094646	0049_93-sc-2012-02-14T15:35:46Z-1360341			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402138	sra	ncbi			ERX109725	221	Illumina HiSeq 2000	4535427	2014-09-28	370	280	Neisseria meningitidis	2012-08-04	ERR133707	ERS094647	SAMEA1402138 ERS094647	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402042	sra	ncbi			ERX109726	221	Illumina HiSeq 2000	4535428	2014-09-28	281	213	Neisseria meningitidis	2012-08-04	ERR133708	ERS094648	SAMEA1402042 ERS094648	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1402048	sra	ncbi			ERX109727	221	Illumina HiSeq 2000	4535429	2014-09-28	335	254	Neisseria meningitidis	2012-08-04	ERR133709	ERS094649	SAMEA1402048 ERS094649	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401944	sra	ncbi			ERX109728	221	Illumina HiSeq 2000	4535430	2014-09-28	368	279	Neisseria meningitidis	2012-08-04	ERR133710	ERS094650	SAMEA1401944 ERS094650	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401974	sra	ncbi			ERX109729	221	Illumina HiSeq 2000	4535431	2014-09-28	295	224	Neisseria meningitidis	2012-08-04	ERR133711	ERS094651	SAMEA1401974 ERS094651	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401969	sra	ncbi			ERX109730	221	Illumina HiSeq 2000	4535432	2014-09-28	330	250	Neisseria meningitidis	2012-08-04	ERR133712	ERS094652	SAMEA1401969 ERS094652	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401966	sra	ncbi			ERX109731	221	Illumina HiSeq 2000	4535433	2014-09-28	312	236	Neisseria meningitidis	2012-08-04	ERR133713	ERS094653	SAMEA1401966 ERS094653	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401961	sra	ncbi			ERX109732	221	Illumina HiSeq 2000	4535434	2014-09-28	296	225	Neisseria meningitidis	2012-08-04	ERR133714	ERS094654	SAMEA1401961 ERS094654	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401920	sra	ncbi			ERX109733	221	Illumina HiSeq 2000	4535435	2014-09-28	312	236	Neisseria meningitidis	2012-08-04	ERR133715	ERS094655	SAMEA1401920 ERS094655	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
		200	SAMEA1401922	sra	ncbi			ERX109734	221	Illumina HiSeq 2000	4535436	2014-09-28	311	236	Neisseria meningitidis	2012-08-04	ERR133716	ERS094656	SAMEA1401922 ERS094656	Neisseria meningitidis		WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis		200	SAMEA1401927	sra	ncbi	2012-06-06	2018-03-09	ERX109735	221	Illumina HiSeq 2000	4535437	2014-09-28	286	218	Neisseria meningitidis	2012-08-04	ERR133717	ERS094657	0063_93-sc-2012-02-14T15:35:54Z-1360352			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
